config_tag,sample_idx,video_id,qa_type,question,answer_options,prune_text,prune_gaze,prune_random,prune_alpha,prune_ratio,prune_layer,input_preprocessing_s,vision_encoder_s,decode_s,tokens_generated,decode_ms_per_token,correct_answer,predicted_answer,correct,cot_output,scene_description,llm_judge_score,llm_judge_reasoning,llm_coverage_scene,llm_coverage_relevance,llm_coverage_logic,llm_coverage_final,llm_coverage_breakdown,llm_pref_winner,llm_pref_reasoning
caption_random_r0.5,5,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move jigsaw pieces from the second box to different containers while organizing them, given the observed changes in my attention?","A: I was trying to sort the pieces by color and shape, focusing on specific areas of the puzzle.|B: I was distracted by the nearby sink and kept glancing at it, causing me to place pieces randomly.|C: I was checking if any piece fit into the current puzzle setup, using my gaze as a guide.|D: I was influenced by someone else's instructions, even though they weren't visible in the scene.|E: I was simply clearing out the second box without paying much attention to where the pieces went.",0,0,1,,0.5,10,0.4129,0.9466,9.0252,224,40.291,The camera wearer moves jigsaw pieces from the second box to the first bowl The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer drops the jigsaw pieces in the first box The camera wearer moves jigsaw pieces on her left hand The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer moves jigsaw pieces from the second box to the first box The camera wearer moves jigsaw pieces from the second box to the table The camera wearer moves jigsaw pieces from the second box to the second bowl,"The person in the video is engaged in the process of assembling a jigsaw puzzle. They are seen working on a table that has a variety of puzzle pieces scattered around. The person is actively sorting through the puzzle pieces, picking them up with their hands and placing them into a black tray. The tray is positioned on the table, and the person is using it to organize and store the puzzle pieces. The background shows a kitchen setting with various items such as a microwave, a sink, and a stove. The person appears to be focused on their task, ensuring that the puzzle pieces are organized and ready for further assembly. The overall scene suggests a leisurely activity, possibly part of a puzzle-solving hobby or a recreational activity. The person's movements are deliberate and methodical, indicating a sense of purpose and enjoyment in the process. The video captures the attention to detail and the satisfaction that comes from completing a challenging puzzle. The kitchen setting adds a casual and homey atmosphere to the scene. Overall, the video showcases the person's engagement with a jigsaw puzzle, highlighting the process of sorting and organizing puzzle pieces.",,,,,,,,,,,,
caption_no_prune,5,dafc891e-05f0-4734-88c6-1f818ac67a23,causal,"Why did I move jigsaw pieces from the second box to different containers while organizing them, given the observed changes in my attention?","A: I was trying to sort the pieces by color and shape, focusing on specific areas of the puzzle.|B: I was distracted by the nearby sink and kept glancing at it, causing me to place pieces randomly.|C: I was checking if any piece fit into the current puzzle setup, using my gaze as a guide.|D: I was influenced by someone else's instructions, even though they weren't visible in the scene.|E: I was simply clearing out the second box without paying much attention to where the pieces went.",0,0,0,,,,0.2769,0.9401,8.9307,212,42.126,The camera wearer moves jigsaw pieces from the second box to the first bowl The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer drops the jigsaw pieces in the first box The camera wearer moves jigsaw pieces on her left hand The camera wearer moves jigsaw pieces from the second box to the second bowl The camera wearer moves jigsaw pieces from the second box to the first box The camera wearer moves jigsaw pieces from the second box to the table The camera wearer moves jigsaw pieces from the second box to the second bowl,"The person in the video is engaged in the process of assembling a puzzle. They are seen sorting through a box of puzzle pieces, which is placed on a kitchen countert. The person's hands are actively engaged in picking up and organizing the pieces, ensuring they are in the correct order for the puzzle. The countertop is cluttered with various items, including a box of puzzle pieces, a black tray, and a few other objects. The person's focus is on the task at hand, with a clear intention to complete the puzzle. The overall scene suggests a casual, home-based activity, possibly for leisure or entertainment. The person's movements are deliberate and methodical, indicative of someone who enjoys and is skilled at puzzle-solving. The kitchen setting adds a casual and relaxed atmosphere to the scene. The video captures the simplicity and satisfaction of a quiet, solitary activity. The person's hands are visible, emphasizing the manual and tactile aspect of the puzzle assembly process. The video does not show any other people, keeping the focus solely on the individual's activity.",,,,,,,,,,,,
caption_random_r0.5,6,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the card that you placed on the table relative to your current gaze direction and the other cards in your hand?,"A: The card is on the table, directly below my current gaze direction and to the left of the other cards in my hand.|B: The card is on the table, to the right of my current gaze direction and next to the box.|C: The card is on the table, in front of my current gaze direction and to the right of the other cards in my hand.|D: The card is on the table, behind my current gaze direction and near the edge of the table.|E: The card is on the table, to the left of my current gaze direction and between the other cards in my hand.",0,0,1,,0.5,10,0.3454,0.9065,9.0328,225,40.146,The camera wearer looks at a box The camera wearer puts the box on the table The camera wearer moves the cards on the hands The camera wearer looks at the table The camera wearer turns the cards The camera wearer looks at man Y The camera wearer converses to the colleagues The camera wearer puts a card on the table,"In the video, we see a group of people sitting around a table in a living room. They are engaged in a card game. The person in the center is holding a deck of cards, and they are shuffling them. The other individuals around the table are also engaged in the game, with some of them holding cards in their hands. The room is well-lit, and there are some furniture pieces visible in the background, including a couch and a chair. The atmosphere appears to be casual and social, with the group enjoying a friendly game of cards. The focus of the video is on the game being played, with the individuals engaged in the activity. The lighting and the setting suggest that this is a relaxed and comfortable environment, likely a home or a casual gathering. Overall, the video captures a moment of social interaction and enjoyment, with the group of people enjoying a friendly game of cards. The shuffling of the cards and the focused attention on the game suggest that this is a game that requires attention and concentration, and the group seems to be enjoying the challenge and the camaraderie of the activity.",,,,,,,,,,,,
caption_no_prune,6,566ad4e5-1ce4-4679-9d19-ef63072c848c,spatial,Where is the card that you placed on the table relative to your current gaze direction and the other cards in your hand?,"A: The card is on the table, directly below my current gaze direction and to the left of the other cards in my hand.|B: The card is on the table, to the right of my current gaze direction and next to the box.|C: The card is on the table, in front of my current gaze direction and to the right of the other cards in my hand.|D: The card is on the table, behind my current gaze direction and near the edge of the table.|E: The card is on the table, to the left of my current gaze direction and between the other cards in my hand.",0,0,0,,,,0.2712,0.9399,11.9221,285,41.832,The camera wearer looks at a box The camera wearer puts the box on the table The camera wearer moves the cards on the hands The camera wearer looks at the table The camera wearer turns the cards The camera wearer looks at man Y The camera wearer converses to the colleagues The camera wearer puts a card on the table,"In the video, we see a group of people sitting around a table in a living room. They are engaged in a card game. The person in the foreground is holding a deck of cards, shuffling them with their hands. The cards are scattered on the table, and the person continues to shuffle them. The other individuals around the table are also engaged in the game, with some holding cards and others watching the shuffling. The room is well-lit, and the background includes a couch and a television. The overall atmosphere is casual and social, with people enjoying a friendly game of cards. The person in the foreground is focused on their task of shuffling the cards, while the others are engaged in the game, with some of them holding cards and others watching the shuffling. The room is comfortable and inviting, with a cozy atmosphere. The video captures the essence of a friendly gathering, where people come together to enjoy a game of cards and have a good time. The shuffling of the cards is a crucial part of the game, as it helps to distribute the cards evenly and ensures that each player has an equal chance of winning. The other individuals around the table are likely friends or acquaintances, and they are likely to be enjoying the game and each other's company. The video captures the essence of a friendly gathering, where people come together to enjoy a game of cards and have a good time.",,,,,,,,,,,,
caption_random_r0.5,7,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after taking the cards?,A: The television|B: Man Y|C: Woman T|D: The table|E: The cards,0,0,1,,0.5,10,0.3417,0.9457,10.9539,273,40.124,The camera wearer converses to woman T The camera wearer looks at woman T The camera wearer takes the cards The camera wearer looks at man Y The camera wearer shuffles the cards The camera wearer looks at the cards The camera wearer shuffles the cards The camera wearer converses to the colleagues,"The video depicts a group of people engaged in a card game. The scene is set in a living room with a couch and a table in the foreground. The individuals are dressed casually, and the room appears to be well-lit, suggesting it is daytime.  1. **Foreground Action**: A person is seated on the couch, holding a deck of cards in their hands. They are in the process of shuffling the cards, which are visible on the table in front of them. The cards are scattered around the table, indicating that the game is in progress.  2. **Middle Ground Action**: Another person is standing near the table, holding a card in their hand. This person appears to be either preparing to play or has just played a card.  3. **Background Action**: A third person is seated on the couch, also holding a card in their hand. This individual is likely observing the game or waiting for their turn to play.  4. **Additional Details**: The room has a few other objects visible, such as a chair, a table lamp, and a few other items on the table. The overall atmosphere suggests a casual and relaxed environment, possibly a social gathering or a friendly game night.  The video captures the dynamic interaction between the players, highlighting the process of shuffling and playing cards, as well as the social dynamics of the group.",,,,,,,,,,,,
caption_no_prune,7,566ad4e5-1ce4-4679-9d19-ef63072c848c,temporal,What did the viewer look at immediately after taking the cards?,A: The television|B: Man Y|C: Woman T|D: The table|E: The cards,0,0,0,,,,0.301,0.9405,8.426,205,41.102,The camera wearer converses to woman T The camera wearer looks at woman T The camera wearer takes the cards The camera wearer looks at man Y The camera wearer shuffles the cards The camera wearer looks at the cards The camera wearer shuffles the cards The camera wearer converses to the colleagues,"The video depicts a group of people engaged in a card game. The scene is set in a living room with a couch and a table in the background. The focus is on a person sitting at the table, holding a deck of cards. The person is wearing a red and black checkered shirt and sunglasses. Another person, who appears to be a woman, is seated on the couch, holding a card in her hand. The third person, who is partially visible, is also seated on the couch and appears to be engaged in the game.  The person at the table is shuffling the cards, moving them around in their hands. The cards are scattered on the table, and the person is focused on the task at hand. The woman on the couch is watching the shuffling process, possibly waiting for her turn to play. The third person is not actively participating in the game but is observing the shuffling.  The overall atmosphere of the scene is casual and social, with the group enjoying a game of cards together.",,,,,,,,,,,,
caption_random_r0.5,8,2bb31b69-fcda-4f54-8338-f590944df999,spatial,Where is the object that you focused on for the longest time relative to the position of the lady X?,"A: The object is on the table, directly in front of the lady X and slightly to her left.|B: The object is on the floor, near the edge of the rug, behind the lady X.|C: The object is on the table, to the right of the lady X and close to the shelf.|D: The object is on the table, in front of the lady X and aligned with her gaze direction.|E: The object is on the floor, near the center of the rug, in front of the lady X.",0,0,1,,0.5,10,0.3757,0.9511,8.7597,218,40.182,The camera wearer scrolls the phone Another person A lady X places #unsure on the table Another person A lady X lifts her hand Another person A lady X fixes the glasses The camera wearer fixes the camera The camera wearer picks #unsure from the table Another person A lady X lifts the shoe The camera wearer opens the paper,"The video depicts a scene in a living room where two individuals are engaged in a playful activity. The person in the foreground is holding a smartphone with a circular interface, likely a game or application. The smartphone screen is visible, showing a green circle with a number ""678"" on it. The person in the background is seated on a couch, wearing a pink and blue sweater, and appears to be laughing or reacting to the smartphone screen. The room has a cozy atmosphere with a plant in the background, a wooden floor, and a white shelving unit with various items on it. The overall mood of the scene is light-hearted and fun. The person in the foreground is moving their hands around the smartphone screen, possibly interacting with the game or application being displayed. The person in the background is also moving their hands, suggesting they are also participating in the activity. The video captures the moment of interaction between the two individuals, highlighting the playful nature of the scene. The focus is on the smartphone and the interaction with it, while the background elements provide context to the setting.",,,,,,,,,,,,
caption_no_prune,8,2bb31b69-fcda-4f54-8338-f590944df999,spatial,Where is the object that you focused on for the longest time relative to the position of the lady X?,"A: The object is on the table, directly in front of the lady X and slightly to her left.|B: The object is on the floor, near the edge of the rug, behind the lady X.|C: The object is on the table, to the right of the lady X and close to the shelf.|D: The object is on the table, in front of the lady X and aligned with her gaze direction.|E: The object is on the floor, near the center of the rug, in front of the lady X.",0,0,0,,,,0.2995,0.9399,8.8414,210,42.102,The camera wearer scrolls the phone Another person A lady X places #unsure on the table Another person A lady X lifts her hand Another person A lady X fixes the glasses The camera wearer fixes the camera The camera wearer picks #unsure from the table Another person A lady X lifts the shoe The camera wearer opens the paper,"The video depicts a scene in a living room where two individuals are engaged in a playful activity. The person holding a smartphone is seated on the floor, holding the device with both hands. The smartphone screen displays a circular loading or charging icon, indicating that the device is likely charging or has been recently charged.  The individual on the floor is wearing a pink and blue sweater and has long hair. They are seated on a patterned rug, and their feet are visible. They appear to be in motion, possibly jumping or dancing, as indicated by their body posture and the movement of their feet. The person on the floor is also wearing a pair of glasses and has a small object in their hand, which is not clearly visible in the frame.  In the background, there is a couch with a person sitting on it, partially visible. The room has a plant on a shelf, a television set mounted on the wall, and various other household items. The overall atmosphere suggests a casual, relaxed environment, possibly in a living room or a similar setting.",,,,,,,,,,,,
caption_random_r0.5,9,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I read the paper while A lady X was shuffling the cards, considering the shifts in my attention?",A: I was trying to memorize the rules of the game before starting.|B: I was checking if the instructions matched what A lady X was doing with the cards.|C: I was distracted by the text on the paper and not paying attention to A lady X.|D: I was ensuring that A lady X was following the correct procedure for shuffling.|E: I was preparing to explain the game rules to A lady X.,0,0,1,,0.5,10,0.3042,0.9446,8.7522,216,40.519,Another person A lady X holds the cards The camera wearer reads the paper Another person A lady X holds the cards The camera wearer reads the paper Another person A lady X holds the cards The camera wearer talks with a lady X Another person A lady X places the cards on the table Another person A lady X holds the cards,"In the video, a person is sitting on the floor, wearing a striped sweater and glasses. They are holding a deck of cards and are in the process of shuffling them. The person is also wearing socks with a blue and white pattern. The floor is covered with a rug, and there is a chair and a plant in the background. The person is holding a piece of paper in their hands, which they are reading. The paper appears to be a set of instructions for a game. The person is focused on the task at hand, shuffling the cards and reading the instructions. The scene is set in a cozy, indoor environment. The person's actions suggest they are preparing to play a card game. The video captures the attention of the person as they engage in this activity. The background elements, such as the chair and plant, add to the overall atmosphere of the scene. The person's actions are deliberate and focused, indicating they are experienced in handling cards and reading instructions. The video provides a glimpse into the person's activity and the environment they are in.",,,,,,,,,,,,
caption_no_prune,9,2bb31b69-fcda-4f54-8338-f590944df999,causal,"Why did I read the paper while A lady X was shuffling the cards, considering the shifts in my attention?",A: I was trying to memorize the rules of the game before starting.|B: I was checking if the instructions matched what A lady X was doing with the cards.|C: I was distracted by the text on the paper and not paying attention to A lady X.|D: I was ensuring that A lady X was following the correct procedure for shuffling.|E: I was preparing to explain the game rules to A lady X.,0,0,0,,,,0.3038,0.9398,8.4454,206,40.997,Another person A lady X holds the cards The camera wearer reads the paper Another person A lady X holds the cards The camera wearer reads the paper Another person A lady X holds the cards The camera wearer talks with a lady X Another person A lady X places the cards on the table Another person A lady X holds the cards,"In the video, a person is sitting on the floor with a pile of cards in their hands. They are wearing a striped sweater and glasses. The person is holding a piece of paper in front of them, which appears to be the instructions for a game. The person is reading the instructions and then hands the paper to the camera person. The camera person is holding the paper in their hands and appears to be reading it as well. The background shows a living room with a couch, a plant, and some other items on the floor. The person continues to read the instructions while the camera person continues to hold the paper. The overall scene suggests a casual, interactive activity taking place in a home setting. The person appears to be engaged in the game or activity being described in the instructions. The video captures a moment of interaction between the two individuals, with the person reading the instructions and the camera person holding the paper. The setting is casual and relaxed, with a focus on the game or activity being described in the instructions.",,,,,,,,,,,,
caption_no_prune,10,2bb31b69-fcda-4f54-8338-f590944df999,spatial,Where is the object that you focused on the most during Frame 7 relative to other objects in the scene?,"A: The object I focused on the most is the cards held by A lady X, which are located directly in front of her and slightly to the left of my current fixation.|B: The object I focused on the most is the couch, which is positioned behind A lady X and to the right of the plant.|C: The object I focused on the most is the plant, which is situated to the right of A lady X and near the wall.|D: The object I focused on the most is the floor, which is beneath the rug and extends to the bottom of the frame.|E: The object I focused on the most is the rug, which is under the cards and spans across the center of the scene.",0,0,0,,,,0.2786,0.9403,8.5702,212,40.425,The camera wearer picks the cards Another person A lady X laughs Another person A lady X holds the cards The camera wearer lifts the cards The camera wearer reshuffles the cards Another person A lady X talks with C,"The video depicts a scene where two individuals are engaged in a card game. The person on the left is seated on the floor, wearing a patterned shirt and glasses, and appears to be holding a deck of cards. The person on the right is also seated on the floor, wearing a light-colored sweater and blue jeans. They are holding a deck of cards in their hands and appear to be shuffling or dealing the cards.  The scene takes place in a living room with a rug on the floor and a couch in the background. There is a potted plant visible in the background as well. The room has a cozy and casual atmosphere, with a mix of furniture and decor. The individuals are focused on their game, with the person on the left appearing to be in the middle of a shuffle or deal, while the person on the right is likely engaging in the game itself. The video captures the interaction between the two individuals and the objects they are using in the game. The overall setting suggests a relaxed and informal environment, possibly a home setting.",,,,,,,,,,,,
